"counts","sp","ia.ind","il.ind","mi.ind","oh.ind","year.cov","week.cov","site.cov","county.cov","survey.cov","data.set"
0,"Least Skipper",0,0,1,0,9,4,436,92,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,438,101,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,441,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,442,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,443,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,444,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,446,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,449,95,0,"Michigan"
12,"Least Skipper",0,0,1,0,9,4,450,95,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,451,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,454,86,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,455,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,462,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,463,87,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,468,73,0,"Michigan"
12,"Least Skipper",0,0,1,0,9,4,482,87,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,483,87,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,484,100,0,"Michigan"
1,"Least Skipper",0,0,1,0,9,4,488,86,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,496,83,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,499,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,526,84,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,530,84,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,535,101,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,537,100,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,540,99,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,542,99,0,"Michigan"
0,"Least Skipper",0,0,1,0,9,4,544,99,0,"Michigan"
0,"Least Skipper",1,0,0,0,10,4,86,63,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,90,57,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,94,50,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,96,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,98,54,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,100,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,101,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,102,60,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,103,54,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,104,52,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,105,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,114,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,121,64,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,122,66,1.09861228866811,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,123,66,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,125,51,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,126,49,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,129,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,130,67,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,131,67,1.09861228866811,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,132,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,133,64,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,135,67,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,136,67,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,137,67,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,138,67,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,141,63,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,143,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,10,4,144,61,0,"Iowa"
0,"Least Skipper",0,1,0,0,10,4,147,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,149,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,154,9,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,155,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,159,10,0,"Illinois"
2,"Least Skipper",0,1,0,0,10,4,160,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,162,6,0,"Illinois"
1,"Least Skipper",0,1,0,0,10,4,167,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,176,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,177,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,183,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,187,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,195,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,201,14,0,"Illinois"
1,"Least Skipper",0,1,0,0,10,4,207,12,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,209,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,10,4,211,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,214,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,216,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,227,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,231,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,239,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,240,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,246,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,250,7,0,"Illinois"
3,"Least Skipper",0,1,0,0,10,4,253,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,10,4,259,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,266,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,272,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,279,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,282,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,288,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,309,21,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,310,21,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,313,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,320,14,0,"Illinois"
1,"Least Skipper",0,1,0,0,10,4,325,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,329,26,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,340,26,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,347,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,379,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,380,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,382,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,386,20,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,391,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,392,10,0,"Illinois"
0,"Least Skipper",0,0,1,0,10,4,394,31,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,401,40,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,407,40,0,"Michigan"
0,"Least Skipper",0,1,0,0,10,4,415,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,10,4,422,38,0,"Illinois"
1,"Least Skipper",0,0,1,0,10,4,433,44,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,435,99,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,436,92,0,"Michigan"
2,"Least Skipper",0,0,1,0,10,4,440,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,454,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,460,77,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,461,95,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,463,87,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,475,91,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,477,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,483,87,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,492,86,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,496,83,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,509,74,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,526,84,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,527,81,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,533,101,0.693147180559945,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,539,72,0,"Michigan"
0,"Least Skipper",0,0,1,0,10,4,544,99,0,"Michigan"
0,"Least Skipper",1,0,0,0,1,5,112,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,1,5,113,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,1,5,126,49,0,"Iowa"
0,"Least Skipper",0,1,0,0,1,5,168,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,169,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,174,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,177,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,181,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,182,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,184,7,0,"Illinois"
7,"Least Skipper",0,1,0,0,1,5,186,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,187,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,191,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,193,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,197,21,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,199,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,200,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,201,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,203,15,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,204,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,205,14,0.693147180559945,"Illinois"
6,"Least Skipper",0,1,0,0,1,5,208,7,1.09861228866811,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,209,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,210,14,0,"Illinois"
16,"Least Skipper",0,1,0,0,1,5,211,25,0.693147180559945,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,212,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,220,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,227,14,0,"Illinois"
2,"Least Skipper",0,1,0,0,1,5,228,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,246,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,252,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,255,25,0,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,256,14,0,"Illinois"
2,"Least Skipper",0,1,0,0,1,5,260,9,0,"Illinois"
14,"Least Skipper",0,1,0,0,1,5,262,19,0,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,264,10,0,"Illinois"
2,"Least Skipper",0,1,0,0,1,5,265,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,266,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,269,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,271,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,273,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,274,24,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,276,7,0,"Illinois"
11,"Least Skipper",0,1,0,0,1,5,277,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,278,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,279,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,281,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,282,10,0,"Illinois"
2,"Least Skipper",0,1,0,0,1,5,283,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,284,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,297,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,298,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,1,5,299,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,300,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,303,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,307,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,308,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,323,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,330,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,331,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,332,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,336,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,337,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,348,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,349,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,351,7,0,"Illinois"
2,"Least Skipper",0,1,0,0,1,5,353,19,0,"Illinois"
1,"Least Skipper",0,1,0,0,1,5,359,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,360,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,368,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,369,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,370,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,372,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,375,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,377,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,1,5,418,38,1.09861228866811,"Illinois"
0,"Least Skipper",1,0,0,0,2,5,112,66,0.693147180559945,"Iowa"
0,"Least Skipper",1,0,0,0,2,5,113,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,2,5,114,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,2,5,126,49,0,"Iowa"
2,"Least Skipper",0,1,0,0,2,5,166,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,168,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,169,25,0,"Illinois"
2,"Least Skipper",0,1,0,0,2,5,171,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,174,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,177,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,180,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,182,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,184,7,0,"Illinois"
13,"Least Skipper",0,1,0,0,2,5,186,19,0,"Illinois"
1,"Least Skipper",0,1,0,0,2,5,188,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,191,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,192,23,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,197,21,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,200,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,202,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,206,7,0.693147180559945,"Illinois"
1,"Least Skipper",0,1,0,0,2,5,210,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,221,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,226,14,0,"Illinois"
4,"Least Skipper",0,1,0,0,2,5,228,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,232,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,234,25,0,"Illinois"
1,"Least Skipper",0,1,0,0,2,5,235,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,241,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,246,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,2,5,250,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,254,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,262,19,0,"Illinois"
5,"Least Skipper",0,1,0,0,2,5,265,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,266,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,271,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,272,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,273,7,0,"Illinois"
11,"Least Skipper",0,1,0,0,2,5,277,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,280,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,281,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,308,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,325,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,331,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,335,6,0.693147180559945,"Illinois"
1,"Least Skipper",0,1,0,0,2,5,337,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,348,10,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,356,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,362,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,368,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,373,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,2,5,415,42,0.693147180559945,"Illinois"
0,"Least Skipper",1,0,0,0,3,5,112,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,3,5,113,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,3,5,114,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,3,5,116,60,0,"Iowa"
0,"Least Skipper",0,1,0,0,3,5,166,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,167,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,168,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,169,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,171,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,172,5,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,182,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,185,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,187,14,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,188,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,191,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,197,21,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,200,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,201,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,202,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,203,15,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,204,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,206,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,209,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,210,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,211,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,217,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,221,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,224,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,226,14,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,227,14,0.693147180559945,"Illinois"
1,"Least Skipper",0,1,0,0,3,5,230,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,234,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,235,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,239,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,240,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,244,15,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,246,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,247,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,248,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,250,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,252,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,253,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,256,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,258,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,265,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,268,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,270,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,272,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,278,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,281,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,283,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,288,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,289,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,300,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,301,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,304,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,305,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,306,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,307,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,308,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,317,11,0,"Illinois"
1,"Least Skipper",0,1,0,0,3,5,322,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,330,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,332,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,334,5,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,337,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,361,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,362,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,369,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,375,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,376,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,414,38,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,3,5,423,38,0.693147180559945,"Illinois"
0,"Least Skipper",1,0,0,0,4,5,112,66,0,"Iowa"
0,"Least Skipper",1,0,0,0,4,5,126,49,0,"Iowa"
0,"Least Skipper",0,1,0,0,4,5,151,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,165,14,1.09861228866811,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,167,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,169,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,171,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,172,5,0.693147180559945,"Illinois"
2,"Least Skipper",0,1,0,0,4,5,184,7,0,"Illinois"
11,"Least Skipper",0,1,0,0,4,5,186,19,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,187,14,0,"Illinois"
2,"Least Skipper",0,1,0,0,4,5,195,19,0,"Illinois"
4,"Least Skipper",0,1,0,0,4,5,198,12,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,201,14,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,203,15,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,204,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,206,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,217,7,0.693147180559945,"Illinois"
7,"Least Skipper",0,1,0,0,4,5,221,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,226,14,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,228,25,0,"Illinois"
2,"Least Skipper",0,1,0,0,4,5,230,25,0,"Illinois"
4,"Least Skipper",0,1,0,0,4,5,232,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,233,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,235,25,0,"Illinois"
5,"Least Skipper",0,1,0,0,4,5,237,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,242,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,243,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,244,15,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,246,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,252,14,0,"Illinois"
3,"Least Skipper",0,1,0,0,4,5,253,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,256,14,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,258,19,0,"Illinois"
12,"Least Skipper",0,1,0,0,4,5,259,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,264,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,267,10,0,"Illinois"
1,"Least Skipper",0,1,0,0,4,5,268,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,270,19,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,272,7,0.693147180559945,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,274,24,0.693147180559945,"Illinois"
1,"Least Skipper",0,1,0,0,4,5,281,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,282,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,301,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,302,10,0,"Illinois"
3,"Least Skipper",0,1,0,0,4,5,304,10,0,"Illinois"
4,"Least Skipper",0,1,0,0,4,5,305,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,331,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,332,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,337,7,0,"Illinois"
1,"Least Skipper",0,1,0,0,4,5,369,10,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,374,25,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,377,7,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,414,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,417,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,418,38,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,421,42,0,"Illinois"
0,"Least Skipper",0,1,0,0,4,5,423,38,0,"Illinois"
